row_index,student_course_id,true_any_risk,risk_probability,student_level_recourse_reduction,student_level_recourse_valid,student_level_recourse_effort,risk_decile,expected_recourse_reduction,empirical_actionability,expected_intervention_benefit,expected_intervention_benefit_norm,causal_actionable_score
31,307866_AAA_2013J,0,0.31578103211500913,0.22632111461237533,0.76,0.9999999750000007,4,0.22632111461237533,0.38000000474999995,0.027157808100924354,0.13976429039288307,0.2277726612539461
32,333059_AAA_2013J,0,0.16450152081066638,0.22632111461237533,0.76,0.9999999750000007,2,0.22632111461237533,0.38000000474999995,0.014147463844057627,0.07280816764282179,0.11865484422674408
33,333323_AAA_2013J,0,0.1352189069514693,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.01162909976577471,0.05984771932371908,0.09753331313759418
34,334259_AAA_2013J,1,0.7509189533079977,0.3122194246534514,1.0,0.9999999784172667,6,0.3122194246534514,0.5000000053956835,0.11722574304662349,0.6032877444233847,0.6771033488656912
35,334333_AAA_2013J,1,0.9894004311550592,0.19404054985754032,1.0,0.9999999740571186,7,0.19404054985754032,0.5000000064857204,0.09599190309046085,0.4940104212034704,0.7417054261792648
36,341872_AAA_2013J,1,0.6556829094122864,0.39205545655437324,1.0,0.9999999803508248,5,0.39205545655437324,0.5000000049122938,0.12853203246504102,0.6614741603399146,0.6585785348761004
37,346025_AAA_2013J,0,0.09172986581911761,0.22632111461237533,0.76,0.9999999750000007,0,0.22632111461237533,0.38000000474999995,0.007888954179273931,0.040599524037827704,0.06616469492847266
38,350188_AAA_2013J,0,0.1319931714074053,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.011351679978071582,0.05842001280096947,0.09520659210418739
39,368194_AAA_2013J,0,0.39223290818342677,0.22632111461237533,0.76,0.9999999750000007,4,0.22632111461237533,0.38000000474999995,0.033732824229396406,0.17360179524977834,0.28291735171660254
40,368824_AAA_2013J,1,0.2027851681574644,0.22632111461237533,0.76,0.9999999750000007,2,0.22632111461237533,0.38000000474999995,0.0174399350260162,0.08975246214094053,0.14626881514920245
41,376581_AAA_2013J,0,0.14758505728895616,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.012692613731649443,0.06532096201734956,0.10645300965315285
42,386952_AAA_2013J,0,0.17446534444397038,0.22632111461237533,0.76,0.9999999750000007,2,0.22632111461237533,0.38000000474999995,0.015004372849555372,0.07721814353776844,0.12584174399086942
43,392756_AAA_2013J,1,0.6992728130262147,0.3122194246534514,1.0,0.9999999784172667,6,0.3122194246534514,0.5000000053956835,0.10916327885744362,0.5617952726439556,0.6305340428350852
44,392931_AAA_2013J,0,0.2318161767666438,0.22632111461237533,0.76,0.9999999750000007,3,0.22632111461237533,0.38000000474999995,0.019936660543390626,0.10260155029064887,0.16720886352864633
45,393207_AAA_2013J,0,0.12073450142603831,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.010383411565058598,0.053436939529677124,0.08708572047785772
46,398552_AAA_2013J,1,0.33093368032371107,0.22632111461237533,0.76,0.9999999750000007,4,0.22632111461237533,0.38000000474999995,0.028460966525344432,0.14647083356388296,0.23870225694379701
47,404804_AAA_2013J,0,0.6844625260415688,0.3122194246534514,1.0,0.9999999784172667,6,0.3122194246534514,0.5000000053956835,0.10685124919184434,0.549896698783395,0.6171796124124819
48,414117_AAA_2013J,0,0.0979656371071423,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.008425243135159508,0.043359468621217576,0.07066255286417994
49,429958_AAA_2013J,0,0.280338259902686,0.22632111461237533,0.76,0.9999999750000007,3,0.22632111461237533,0.38000000474999995,0.02410965793224519,0.12407736368093351,0.20220781179180977
50,495284_AAA_2013J,0,0.09414052921388832,0.22632111461237533,0.76,0.9999999750000007,0,0.22632111461237533,0.38000000474999995,0.008096276111920164,0.041666480645352874,0.0679035049296206
51,498857_AAA_2013J,0,0.08165967642800659,0.22632111461237533,0.76,0.9999999750000007,0,0.22632111461237533,0.38000000474999995,0.007022897503253716,0.036142470791330074,0.05890107360966833
52,508818_AAA_2013J,0,0.10700248717903015,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.009202430537599091,0.04735916717570288,0.07718082717736652
53,550383_AAA_2013J,0,0.25199136649111853,0.22632111461237533,0.76,0.9999999750000007,3,0.22632111461237533,0.38000000474999995,0.021671767706943987,0.11153106406320512,0.18176121527716183
54,568601_AAA_2013J,1,0.1989827811162364,0.22632111461237533,0.76,0.9999999750000007,2,0.22632111461237533,0.38000000474999995,0.017112922042052357,0.0880695303858034,0.1435261557510199
55,588775_AAA_2013J,0,0.037952288806058124,0.22632111461237533,0.76,0.9999999750000007,0,0.22632111461237533,0.38000000474999995,0.0032639736765772533,0.016797635621865318,0.02737496221396172
56,591774_AAA_2013J,0,0.33407208643972647,0.22632111461237533,0.76,0.9999999750000007,4,0.22632111461237533,0.38000000474999995,0.028730875805425802,0.1478598881908557,0.24096598731529106
57,603861_AAA_2013J,1,0.22086665353236945,0.22632111461237533,0.76,0.9999999750000007,3,0.22632111461237533,0.38000000474999995,0.018994979376534687,0.09775530498348498,0.1593109792579272
58,606143_AAA_2013J,1,0.07708648958492581,0.22632111461237533,0.76,0.9999999750000007,0,0.22632111461237533,0.38000000474999995,0.0066295941757478815,0.03411838400664801,0.055602436795786914
59,704156_AAA_2013J,0,0.19401474459493115,0.22632111461237533,0.76,0.9999999750000007,2,0.22632111461237533,0.38000000474999995,0.01668566084279561,0.0858706836267198,0.13994271411082548
60,721259_AAA_2013J,1,0.9961358206282763,0.20074188936748838,1.0,0.9999999750000007,8,0.20074188936748838,0.50000000625,0.0999830945995655,0.5145505931871264,0.7553432069077013
61,969076_AAA_2013J,1,0.08904982048103814,0.22632111461237533,0.76,0.9999999750000007,0,0.22632111461237533,0.38000000474999995,0.007658464854104991,0.03941333931866125,0.06423157989984969
62,1352868_AAA_2013J,1,0.2037020608539392,0.22632111461237533,0.76,0.9999999750000007,2,0.22632111461237533,0.38000000474999995,0.01751878965427941,0.09015827770317018,0.14693016927855468
63,1414443_AAA_2013J,1,0.6832613572807847,0.3122194246534514,1.0,0.9999999784172667,6,0.3122194246534514,0.5000000053956835,0.10666373508011896,0.548931680669026,0.6160965189749054
64,1729319_AAA_2013J,0,0.09375607599303835,0.22632111461237533,0.76,0.9999999750000007,0,0.22632111461237533,0.38000000474999995,0.008063212356552414,0.041496322129999784,0.06762619906151907
65,1889511_AAA_2013J,0,0.22603949651546623,0.22632111461237533,0.76,0.9999999750000007,3,0.22632111461237533,0.38000000474999995,0.019439854346162345,0.10004479882674726,0.16304214767110675
66,1889577_AAA_2013J,0,0.1378933892162186,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.011859110655374103,0.061031441833578066,0.09946241552489833
67,1942396_AAA_2013J,0,0.6550930498465931,0.39205545655437324,1.0,0.9999999803508248,5,0.39205545655437324,0.5000000049122938,0.1284164036332396,0.6608790909011136,0.6579860703738534
68,1970390_AAA_2013J,1,0.1029599248056612,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.008854761988805488,0.0455699341185473,0.07426492946210425
69,2051699_AAA_2013J,0,0.14544487675679754,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.012508553872814951,0.06437372078697422,0.10490929877188587
70,2139353_AAA_2013J,1,0.21149082515612236,0.22632111461237533,0.76,0.9999999750000007,2,0.22632111461237533,0.38000000474999995,0.018188639153615332,0.09360557505488565,0.15254820010550402
71,2143752_AAA_2013J,0,0.3647403609532316,0.22632111461237533,0.76,0.9999999750000007,4,0.22632111461237533,0.38000000474999995,0.03136840950542619,0.16143362818481796,0.2630869945690248
72,2149225_AAA_2013J,1,0.9972799883626435,0.206061637931508,1.0,0.9999999750000007,9,0.206061637931508,0.50000000625,0.10275057522354296,0.5287930889050741,0.7630365386338589
73,2153153_AAA_2013J,0,0.11159922026547738,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.009597758889706817,0.04939367549828888,0.08049644788188312
74,2171627_AAA_2013J,0,0.09300880839428509,0.22632111461237533,0.76,0.9999999750000007,0,0.22632111461237533,0.38000000474999995,0.007998945830120932,0.04116558242415416,0.06708719540921962
75,2182846_AAA_2013J,0,0.11398859242501115,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.009803249733015848,0.050451208631691655,0.0822199005283514
76,2278464_AAA_2013J,0,0.5064689481410515,0.39205545655437324,1.0,0.9999999803508248,5,0.39205545655437324,0.5000000049122938,0.09928195832243085,0.510942282314678,0.5087056152278647
77,2324976_AAA_2013J,1,0.9958195166580067,0.20074188936748838,1.0,0.9999999750000007,8,0.20074188936748838,0.50000000625,0.09995134687086549,0.5143872074397622,0.7551033620488845
78,2391984_AAA_2013J,1,0.136417509694629,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.011732182028410795,0.06037821940074609,0.09839786454768755
79,2449878_AAA_2013J,0,0.35733027367088405,0.22632111461237533,0.76,0.9999999750000007,4,0.22632111461237533,0.38000000474999995,0.03073112699647612,0.15815393280910128,0.2577421032399927
80,2456480_AAA_2013J,1,0.9410104063951573,0.19404054985754032,1.0,0.9999999740571186,7,0.19404054985754032,0.5000000064857204,0.09129708952354668,0.4698491455854905,0.7054297759903239
81,2457256_AAA_2013J,0,0.2543481705655132,0.22632111461237533,0.76,0.9999999750000007,3,0.22632111461237533,0.38000000474999995,0.021874457628992802,0.11257418260280394,0.18346117658415856
82,2458355_AAA_2013J,0,0.04409455955310692,0.22632111461237533,0.76,0.9999999750000007,0,0.22632111461237533,0.38000000474999995,0.0037922213966351164,0.019516196982604615,0.03180537826785577
83,2470694_AAA_2013J,1,0.4308606101352055,0.22632111461237533,0.76,0.9999999750000007,4,0.22632111461237533,0.38000000474999995,0.037054884803965814,0.1906983678863257,0.3107794890107656
84,2498700_AAA_2013J,0,0.18034408856390993,0.22632111461237533,0.76,0.9999999750000007,2,0.22632111461237533,0.38000000474999995,0.015509956746138524,0.0798200683425029,0.1300820784532064
85,2521459_AAA_2013J,0,0.4687438070514007,0.39205545655437324,1.0,0.9999999803508248,5,0.39205545655437324,0.5000000049122938,0.09188678454303571,0.47288393785005095,0.4708138724507258
86,2523736_AAA_2013J,0,0.28077298488646024,0.22632111461237533,0.76,0.9999999750000007,3,0.22632111461237533,0.38000000474999995,0.02414704516100603,0.12426977241576574,0.202521378651113
87,2542724_AAA_2013J,1,0.9964119825030998,0.20074188936748838,1.0,0.9999999750000007,8,0.20074188936748838,0.50000000625,0.10001081322817366,0.5146932436706885,0.7555526130868941
88,2574583_AAA_2013J,0,0.1404330392781454,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.012077525702545742,0.062155487778877805,0.1012942635285116
89,2600688_AAA_2013J,0,0.13013321899681868,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.01119172030504991,0.05759680018718748,0.09386500959200308
90,2617002_AAA_2013J,0,0.36605835779714957,0.22632111461237533,0.76,0.9999999750000007,4,0.22632111461237533,0.38000000474999995,0.031481759902456094,0.16201697194171333,0.2640376648694315
91,2639540_AAA_2013J,0,0.10061778598495885,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.008653333308265888,0.044533306401915274,0.07257554619343706
92,2641155_AAA_2013J,0,0.06894441350256313,0.22632111461237533,0.76,0.9999999750000007,0,0.22632111461237533,0.38000000474999995,0.0059293591479916904,0.03051471130232347,0.0497295624024433
93,2645733_AAA_2013J,0,0.07736285535766542,0.22632111461237533,0.76,0.9999999750000007,0,0.22632111461237533,0.38000000474999995,0.006653362191741293,0.03424070315247233,0.05580177925506888
94,2671132_AAA_2013J,0,0.10953546476929114,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.0094202717386982,0.048480259893377474,0.0790078623313343
95,2685865_AAA_2013J,0,0.09155770772275793,0.22632111461237533,0.76,0.9999999750000007,0,0.22632111461237533,0.38000000474999995,0.007874148234430941,0.0405233270794102,0.06604051740108406
96,2698257_AAA_2013J,0,0.42226921757411157,0.22632111461237533,0.76,0.9999999750000007,4,0.22632111461237533,0.38000000474999995,0.036316007649340135,0.1868958282697262,0.3045825229219189
97,28061_AAA_2014J,0,0.13212274245322167,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.011362823350344923,0.05847736078400917,0.09530005161861542
98,31600_AAA_2014J,0,0.631942831318425,0.39205545655437324,1.0,0.9999999803508248,5,0.39205545655437324,0.5000000049122938,0.12387831884145759,0.6375244004817288,0.6347336159000769
99,55104_AAA_2014J,0,0.1708579356176332,0.22632111461237533,0.76,0.9999999750000007,2,0.22632111461237533,0.38000000474999995,0.014694128386830442,0.07562150889700761,0.12323972225732041
100,65002_AAA_2014J,1,0.8427478170324338,0.3122194246534514,1.0,0.9999999784172667,6,0.3122194246534514,0.5000000053956835,0.13156112070063364,0.6770629871779179,0.7599054021051759
101,79403_AAA_2014J,1,0.16154153036129196,0.22632111461237533,0.76,0.9999999750000007,2,0.22632111461237533,0.38000000474999995,0.013892898672532688,0.07149807956705714,0.11651980496417455
102,85302_AAA_2014J,0,0.13268310809053616,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.011411015929685776,0.05872537791516887,0.09570424300285252
103,111512_AAA_2014J,1,0.9951427502600035,0.20074188936748838,1.0,0.9999999750000007,8,0.20074188936748838,0.50000000625,0.09988341918731859,0.5140376260429984,0.7545901881515009
104,121349_AAA_2014J,0,0.13474263700323655,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.011588139585957353,0.059636922839508597,0.09718977992137257
105,124064_AAA_2014J,0,0.058917947458897786,0.22632111461237533,0.76,0.9999999750000007,0,0.22632111461237533,0.38000000474999995,0.005067062768375307,0.026077009954793368,0.04249747870684557
106,129955_AAA_2014J,1,0.10552386807329533,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.009075266300852656,0.04670473220635006,0.0761143001398227
107,130636_AAA_2014J,0,0.32447176449287685,0.22632111461237533,0.76,0.9999999750000007,4,0.22632111461237533,0.38000000474999995,0.027905228680918725,0.1436107976883078,0.23404128109059233
108,135335_AAA_2014J,1,0.9966986956471999,0.20074188936748838,1.0,0.9999999750000007,8,0.20074188936748838,0.50000000625,0.10003959089765994,0.514841344376753,0.7557700200119765
109,139033_AAA_2014J,1,0.1470292889015896,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.012644816525111829,0.06507497962327467,0.10605213426243212
110,149962_AAA_2014J,0,0.36780656295233416,0.22632111461237533,0.76,0.9999999750000007,4,0.22632111461237533,0.38000000474999995,0.0316321090852666,0.16279072535983047,0.2652986441560823
111,200804_AAA_2014J,0,0.13696518236817984,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.011779282987169447,0.06062061864199795,0.09879290050508889
112,244246_AAA_2014J,0,0.2383851327094221,0.22632111461237533,0.76,0.9999999750000007,3,0.22632111461237533,0.38000000474999995,0.020501604054159905,0.10550896198607376,0.17194704734774793
113,252073_AAA_2014J,0,0.34753632190426925,0.22632111461237533,0.76,0.9999999750000007,4,0.22632111461237533,0.38000000474999995,0.02988882731544094,0.15381914199017557,0.2506777319472224
114,254625_AAA_2014J,0,0.14753073035000455,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.012687941504907778,0.06529691698202578,0.10641382366601516
115,258587_AAA_2014J,0,0.061121496725196824,0.22632111461237533,0.76,0.9999999750000007,0,0.22632111461237533,0.38000000474999995,0.005256572466643968,0.027052298107749548,0.04408689741647319
116,263543_AAA_2014J,0,0.06206211310118479,0.22632111461237533,0.76,0.9999999750000007,0,0.22632111461237533,0.38000000474999995,0.005337467379376929,0.027468613740900063,0.044765363421042426
117,277880_AAA_2014J,1,0.6835039053418089,0.3122194246534514,1.0,0.9999999784172667,6,0.3122194246534514,0.5000000053956835,0.10670159918855945,0.5491265436059714,0.6163152244738901
118,285315_AAA_2014J,0,0.07960879318963442,0.22632111461237533,0.76,0.9999999750000007,0,0.22632111461237533,0.38000000474999995,0.006846517392478637,0.03523475243164928,0.05742177281064185
119,288994_AAA_2014J,1,0.9954639527711685,0.20074188936748838,1.0,0.9999999750000007,8,0.20074188936748838,0.50000000625,0.099915658587202,0.5142035421151148,0.7548337474431417
120,294655_AAA_2014J,1,0.07903897200395302,0.22632111461237533,0.76,0.9999999750000007,0,0.22632111461237533,0.38000000474999995,0.006797511616834264,0.03498255028659268,0.05701076114527285
121,295075_AAA_2014J,0,0.28620971718690014,0.22632111461237533,0.76,0.9999999750000007,3,0.22632111461237533,0.38000000474999995,0.024614615146202824,0.12667606334127737,0.20644289026408874
122,298838_AAA_2014J,0,0.10234643654976068,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.008802000756712709,0.04529840498275337,0.07382242076625703
123,301967_AAA_2014J,0,0.3235417468124236,0.22632111461237533,0.76,0.9999999750000007,4,0.22632111461237533,0.38000000474999995,0.02782524527746016,0.1431991730245628,0.2333704599184932
124,313937_AAA_2014J,0,0.045919985737213925,0.22632111461237533,0.76,0.9999999750000007,0,0.22632111461237533,0.38000000474999995,0.003949211744276786,0.020324128331671153,0.03312205703444254
125,328734_AAA_2014J,1,0.9970657206368873,0.21421558765922766,1.0,0.9999999750000007,8,0.21421558765922766,0.50000000625,0.10679351097546991,0.5495995562154037,0.7733326384261454
126,334441_AAA_2014J,1,0.9060037952938133,0.3122194246534514,1.0,0.9999999784172667,6,0.3122194246534514,0.5000000053956835,0.14143599337652657,0.7278827944001094,0.8169432948469613
127,338407_AAA_2014J,0,0.18375529480810077,0.22632111461237533,0.76,0.9999999750000007,2,0.22632111461237533,0.38000000474999995,0.015803327389561684,0.08132986396546946,0.1325425793867851
128,348275_AAA_2014J,1,0.33435194562430587,0.22632111461237533,0.76,0.9999999750000007,4,0.22632111461237533,0.38000000474999995,0.0287549442619103,0.14798375351639695,0.24116784957035142
129,350156_AAA_2014J,0,0.5301119137893638,0.39205545655437324,1.0,0.9999999803508248,5,0.39205545655437324,0.5000000049122938,0.10391663521373887,0.5347940719917658,0.5324529928905648
130,350939_AAA_2014J,0,0.0981748031452948,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.008443231837923983,0.043452045248448395,0.07081342419687159
131,351336_AAA_2014J,0,0.14850500546769085,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.012771731137573216,0.06572812993221105,0.10711656769995095
132,358182_AAA_2014J,0,0.08618874355613333,0.22632111461237533,0.76,0.9999999750000007,0,0.22632111461237533,0.38000000474999995,0.0074124064459475045,0.03814703024528051,0.06216788690070692
133,383723_AAA_2014J,0,0.041121878002742696,0.22632111461237533,0.76,0.9999999750000007,0,0.22632111461237533,0.38000000474999995,0.0035365647647302998,0.018200491841393492,0.029661184922068096
134,384203_AAA_2014J,0,0.06412056506082843,0.22632111461237533,0.76,0.9999999750000007,0,0.22632111461237533,0.38000000474999995,0.005514498415505197,0.02837968200716202,0.04625012353399523
135,384725_AAA_2014J,0,0.06665652192749733,0.22632111461237533,0.76,0.9999999750000007,0,0.22632111461237533,0.38000000474999995,0.005732595840407311,0.029502093348853533,0.04807930763817543
136,396655_AAA_2014J,1,0.5890788679256844,0.39205545655437324,1.0,0.9999999803508248,5,0.39205545655437324,0.5000000049122938,0.1154757933900708,0.5942818456018583,0.5916803567637714
137,400682_AAA_2014J,0,0.5242370622988016,0.39205545655437324,1.0,0.9999999803508248,5,0.39205545655437324,0.5000000049122938,0.10276500141076378,0.528867331487999,0.5265521968934004
138,404356_AAA_2014J,0,0.11881799354680143,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.010218588007229234,0.05258869553611023,0.08570334454145584
139,406682_AAA_2014J,0,0.07294087314037477,0.22632111461237533,0.76,0.9999999750000007,0,0.22632111461237533,0.38000000474999995,0.006273062768186489,0.03228353934630527,0.05261220624334002
140,411971_AAA_2014J,0,0.19152776801042432,0.22632111461237533,0.76,0.9999999750000007,2,0.22632111461237533,0.38000000474999995,0.016471775821326272,0.08476995089673521,0.13814885945357977
141,431025_AAA_2014J,1,0.5060688980820305,0.39205545655437324,1.0,0.9999999803508248,5,0.39205545655437324,0.5000000049122938,0.09920353741739335,0.5105386988552248,0.5083037984686276
142,481022_AAA_2014J,1,0.5543071604969284,0.39205545655437324,1.0,0.9999999803508248,5,0.39205545655437324,0.5000000049122938,0.10865957450752625,0.5592030206929738,0.5567550905949511
143,514526_AAA_2014J,1,0.9960059443729345,0.12585541543559486,0.0,0.9999999750000007,8,0.12585541543559486,0.0,0.0,0.0,0.4980029721864673
144,522482_AAA_2014J,1,0.9381635725506701,0.19404054985754032,1.0,0.9999999740571186,7,0.19404054985754032,0.5000000064857204,0.09102088891769528,0.46842771343089806,0.7032956429907841
145,527100_AAA_2014J,0,0.074545571244893,0.22632111461237533,0.76,0.9999999750000007,0,0.22632111461237533,0.38000000474999995,0.006411070054091333,0.03299377672304267,0.053769673983967835
146,567922_AAA_2014J,1,0.997229681609896,0.2895048634234443,1.0,0.9999999750000007,9,0.2895048634234443,0.50000000625,0.14435142319253164,0.7428866922813354,0.8700581869456157
147,588477_AAA_2014J,0,0.0495657905897721,0.22632111461237533,0.76,0.9999999750000007,0,0.22632111461237533,0.38000000474999995,0.004262758342994385,0.021937757005679483,0.03575177379772579
