student_id,dropout_risk,failure_risk,risk_segment
2035022,0.5216669,0.51228523,High-High
623554,0.16177307,0.24274722,Low-Low
612473,0.20046605,0.4811716,Low-Low
631924,0.12045621,0.10472536,Low-Low
604281,0.08676909,0.100139275,Low-Low
554967,0.3366277,0.35426655,Low-Low
157060,0.13209572,0.348843,Low-Low
548935,0.08140579,0.096254274,Low-Low
286947,0.23865256,0.4102885,Low-Low
598963,0.11507969,0.25815544,Low-Low
412025,0.17884113,0.43286854,Low-Low
1583847,0.15971929,0.1979416,Low-Low
681150,0.09354457,0.11081037,Low-Low
574078,0.12678377,0.16679682,Low-Low
679325,0.6912063,0.2713881,High dropout / Low failure
621478,0.16255392,0.3280934,Low-Low
641311,0.074203394,0.053387832,Low-Low
547349,0.09323171,0.15887693,Low-Low
1864697,0.07645139,0.0819379,Low-Low
513934,0.301547,0.267692,Low-Low
2390117,0.101337194,0.12933676,Low-Low
608983,0.087906316,0.08135391,Low-Low
682961,0.08971455,0.06724121,Low-Low
636375,0.1849891,0.19092306,Low-Low
656677,0.5686525,0.36507344,High dropout / Low failure
409205,0.22635736,0.31238857,Low-Low
333832,0.17053562,0.18079019,Low-Low
624592,0.11975033,0.18382257,Low-Low
687720,0.21132931,0.30274913,Low-Low
305792,0.07357631,0.119470805,Low-Low
40184,0.08215823,0.086135976,Low-Low
498821,0.08645708,0.103488736,Low-Low
520187,0.062264588,0.04662358,Low-Low
656159,0.0638261,0.046328083,Low-Low
384203,0.08324937,0.059116416,Low-Low
568948,0.09073374,0.10280634,Low-Low
303218,0.16355577,0.18187326,Low-Low
297179,0.47798255,0.45616063,Low-Low
467756,0.2681293,0.45729995,Low-Low
630015,0.07812565,0.071782164,Low-Low
2481765,0.08706927,0.14026491,Low-Low
442432,0.49971977,0.508454,Low dropout / High failure
550412,0.19345005,0.40216127,Low-Low
578744,0.109629914,0.096684135,Low-Low
630426,0.5734872,0.3634397,High dropout / Low failure
575680,0.17629623,0.30847216,Low-Low
585841,0.17706555,0.32450187,Low-Low
480207,0.23279132,0.2480906,Low-Low
391537,0.27339256,0.509228,Low dropout / High failure
597909,0.25083363,0.3407741,Low-Low
402470,0.12757158,0.16673101,Low-Low
102209,0.37887666,0.41271454,Low-Low
582963,0.7143279,0.24938785,High dropout / Low failure
905042,0.14878029,0.19051385,Low-Low
630759,0.24548669,0.33244243,Low-Low
2083701,0.2057045,0.2584271,Low-Low
2278101,0.17027634,0.30172387,Low-Low
524790,0.06690111,0.050658576,Low-Low
674320,0.12043752,0.11410619,Low-Low
2257400,0.10501064,0.12851685,Low-Low
2182846,0.16465828,0.13286555,Low-Low
584500,0.084936164,0.2311795,Low-Low
530245,0.7975985,0.27575326,High dropout / Low failure
644069,0.26839656,0.34322345,Low-Low
631880,0.16899475,0.25905696,Low-Low
614249,0.15917765,0.33059928,Low-Low
675840,0.221883,0.18628284,Low-Low
548120,0.1507485,0.26636267,Low-Low
600808,0.20763995,0.3768352,Low-Low
466582,0.71009445,0.22254796,High dropout / Low failure
51301,0.17986637,0.29429984,Low-Low
102806,0.11494216,0.11935128,Low-Low
372509,0.20383269,0.2757366,Low-Low
2262510,0.18367052,0.32026058,Low-Low
529438,0.10231883,0.22515965,Low-Low
394331,0.09160416,0.15576088,Low-Low
342100,0.08782915,0.101631254,Low-Low
2535160,0.5844613,0.3444415,High dropout / Low failure
585156,0.108963124,0.3422974,Low-Low
2181700,0.18337959,0.32257974,Low-Low
598493,0.66941255,0.3972872,High dropout / Low failure
610979,0.16157667,0.38020787,Low-Low
693692,0.17965499,0.37967032,Low-Low
2322046,0.15568992,0.3739608,Low-Low
501488,0.5848404,0.45502698,High dropout / Low failure
686918,0.08105358,0.15463491,Low-Low
680017,0.091357306,0.11173251,Low-Low
637238,0.32596362,0.32500073,Low-Low
603309,0.13010205,0.12822285,Low-Low
627022,0.1063856,0.17266423,Low-Low
677463,0.15907298,0.33005527,Low-Low
442669,0.12814218,0.108948834,Low-Low
379528,0.16294473,0.39590886,Low-Low
599748,0.08654885,0.14169584,Low-Low
590502,0.101928994,0.122715935,Low-Low
1609002,0.29752174,0.29703456,Low-Low
124124,0.6042049,0.33373383,High dropout / Low failure
545604,0.25328976,0.32630402,Low-Low
555132,0.81689155,0.54038584,High-High
626897,0.56624836,0.35761592,High dropout / Low failure
607899,0.28682333,0.3247126,Low-Low
607835,0.09607772,0.22190201,Low-Low
512180,0.27338347,0.40007576,Low-Low
547403,0.25280753,0.3559887,Low-Low
410092,0.20464411,0.34163186,Low-Low
511890,0.51295877,0.478219,High dropout / Low failure
591695,0.09302298,0.066474564,Low-Low
652130,0.6235019,0.22598757,High dropout / Low failure
343238,0.20689312,0.24885467,Low-Low
593246,0.1721126,0.32654348,Low-Low
627100,0.136503,0.24143109,Low-Low
515936,0.84532094,0.14301975,High dropout / Low failure
627947,0.50111574,0.55658996,High-High
447184,0.120933205,0.2074764,Low-Low
531865,0.21966435,0.3667296,Low-Low
634187,0.10018795,0.12438786,Low-Low
26734,0.21108884,0.23010708,Low-Low
624591,0.18087323,0.2604399,Low-Low
647758,0.17723487,0.323793,Low-Low
334048,0.11673415,0.2797374,Low-Low
575387,0.088833876,0.07016554,Low-Low
2154220,0.20979548,0.24307245,Low-Low
598313,0.8286772,0.5020485,High-High
2326597,0.15678726,0.17605875,Low-Low
2642532,0.3533412,0.46946,Low-Low
516926,0.1549027,0.30519655,Low-Low
1045203,0.08842001,0.06515771,Low-Low
1913872,0.8498262,0.5434575,High-High
2303083,0.6966912,0.2658714,High dropout / Low failure
2327710,0.91396904,0.08688782,High dropout / Low failure
441073,0.41424945,0.36174703,Low-Low
624499,0.0777278,0.065744445,Low-Low
593823,0.07187094,0.056013275,Low-Low
634878,0.1374419,0.14872263,Low-Low
574866,0.89081436,0.53656304,High-High
698507,0.39321795,0.43690258,Low-Low
606420,0.15172206,0.19680141,Low-Low
691640,0.4358492,0.5077499,Low dropout / High failure
380151,0.57456386,0.36109066,High dropout / Low failure
589723,0.08891966,0.1351667,Low-Low
2272474,0.11801954,0.35081404,Low-Low
695298,0.27093568,0.33782881,Low-Low
618965,0.31603703,0.30382672,Low-Low
549517,0.06093312,0.045416992,Low-Low
385341,0.2374374,0.43979794,Low-Low
2418580,0.0981294,0.19433643,Low-Low
373174,0.19288845,0.4363367,Low-Low
2559575,0.18559882,0.31748188,Low-Low
494046,0.18718271,0.20981352,Low-Low
590086,0.11146143,0.15501197,Low-Low
135385,0.33859926,0.3417313,Low-Low
641315,0.061193567,0.0438973,Low-Low
648652,0.8649436,0.13046628,High dropout / Low failure
596369,0.197733,0.22620669,Low-Low
582878,0.15437596,0.34844035,Low-Low
542134,0.75398284,0.20704056,High dropout / Low failure
511271,0.57832384,0.46030563,High dropout / Low failure
522257,0.79835033,0.4384798,High dropout / Low failure
53236,0.67190844,0.36295375,High dropout / Low failure
294496,0.23215513,0.21831888,Low-Low
64275,0.19629954,0.49585423,Low-Low
582514,0.25191164,0.45361677,Low-Low
555902,0.17599301,0.36360034,Low-Low
559335,0.08133182,0.08632782,Low-Low
588197,0.79195225,0.17224976,High dropout / Low failure
354121,0.7269451,0.23353513,High dropout / Low failure
642626,0.24470584,0.28089595,Low-Low
614234,0.10533665,0.11361049,Low-Low
588752,0.18540215,0.30984512,Low-Low
553394,0.1448692,0.10446144,Low-Low
191459,0.20320816,0.4166155,Low-Low
630697,0.23004346,0.3504006,Low-Low
366371,0.17869563,0.32289284,Low-Low
621682,0.62000215,0.32336506,High dropout / Low failure
2383307,0.11244591,0.15412842,Low-Low
569225,0.12573266,0.254009,Low-Low
648804,0.09823732,0.084063,Low-Low
549670,0.5653362,0.34861875,High dropout / Low failure
628099,0.11944148,0.21015537,Low-Low
1735651,0.26025966,0.21684186,Low-Low
639176,0.6435075,0.06692565,High dropout / Low failure
591581,0.9008418,0.48996475,High dropout / Low failure
387174,0.17655946,0.18679401,Low-Low
473943,0.2259717,0.31769377,Low-Low
620935,0.56986827,0.36739537,High dropout / Low failure
651004,0.35345897,0.28907114,Low-Low
609823,0.15273304,0.21698013,Low-Low
2557283,0.07968732,0.054370407,Low-Low
497897,0.281813,0.3917447,Low-Low
528270,0.2045577,0.1702464,Low-Low
63165,0.21679159,0.3519859,Low-Low
64427,0.09299778,0.08387203,Low-Low
232833,0.5530706,0.48996338,High dropout / Low failure
481549,0.10052731,0.121320486,Low-Low
642561,0.17102358,0.3268705,Low-Low
677486,0.16316995,0.29862818,Low-Low
600541,0.6038378,0.31060028,High dropout / Low failure
484165,0.43340853,0.42171204,Low-Low
532534,0.22067133,0.27437395,Low-Low
1644647,0.083396405,0.07170965,Low-Low
599429,0.3159267,0.30267003,Low-Low
625500,0.27111277,0.3920907,Low-Low
647967,0.23115475,0.36063686,Low-Low
634536,0.08414819,0.07946222,Low-Low
568559,0.20993806,0.27763897,Low-Low
648354,0.14210618,0.16728155,Low-Low
435572,0.15017179,0.36384273,Low-Low
633319,0.06233149,0.04638372,Low-Low
652233,0.15246326,0.3324458,Low-Low
480372,0.2462918,0.4871362,Low-Low
333308,0.12867224,0.24507023,Low-Low
596137,0.18177207,0.31140772,Low-Low
422768,0.13185723,0.27112928,Low-Low
689124,0.115956195,0.21625304,Low-Low
623519,0.1255111,0.24163064,Low-Low
506618,0.9061768,0.47131005,High dropout / Low failure
238150,0.066325024,0.045073893,Low-Low
647432,0.17950659,0.29714668,Low-Low
430160,0.66304785,0.35898688,High dropout / Low failure
558489,0.22244306,0.38590804,Low-Low
545916,0.23979886,0.23436823,Low-Low
632181,0.1389425,0.21654738,Low-Low
533523,0.13164556,0.087868914,Low-Low
680787,0.2206003,0.33928812,Low-Low
2376628,0.13831864,0.28838372,Low-Low
506650,0.8188976,0.59237903,High-High
2640965,0.17214298,0.3256864,Low-Low
248800,0.16701034,0.44758302,Low-Low
630219,0.17520615,0.32106286,Low-Low
519961,0.2015895,0.22128257,Low-Low
1994632,0.17082779,0.32641628,Low-Low
553425,0.17460765,0.30656222,Low-Low
362037,0.118345805,0.33841315,Low-Low
405945,0.15001144,0.3298608,Low-Low
531018,0.0795258,0.06352673,Low-Low
253567,0.06946683,0.12253728,Low-Low
530802,0.058883827,0.04290345,Low-Low
124064,0.1866525,0.18789795,Low-Low
494903,0.12169489,0.14415841,Low-Low
98842,0.2325784,0.2967562,Low-Low
635764,0.07773504,0.2359603,Low-Low
190930,0.20199348,0.33099926,Low-Low
591725,0.57832384,0.46030563,High dropout / Low failure
275792,0.16420749,0.3155536,Low-Low
693640,0.0775543,0.10899683,Low-Low
600817,0.061927017,0.04621423,Low-Low
513757,0.25649846,0.4985604,Low-Low
97486,0.56276953,0.37328368,High dropout / Low failure
408608,0.18590668,0.20615025,Low-Low
572774,0.11453356,0.11654408,Low-Low
2657781,0.18881226,0.21028537,Low-Low
2134237,0.39869204,0.47640178,Low-Low
442359,0.08696466,0.08617037,Low-Low
240486,0.078873016,0.087740526,Low-Low
583713,0.10305135,0.11817179,Low-Low
678393,0.29245222,0.45247042,Low-Low
574586,0.84832937,0.49683058,High dropout / Low failure
410537,0.11494208,0.17240062,Low-Low
272000,0.7567131,0.20700444,High dropout / Low failure
602898,0.5543258,0.42977014,High dropout / Low failure
2608453,0.27111283,0.4088597,Low-Low
475363,0.677981,0.43531206,High dropout / Low failure
2017487,0.06806628,0.0491263,Low-Low
593755,0.06969132,0.0514906,Low-Low
614791,0.14105898,0.29279557,Low-Low
262396,0.38540745,0.46209133,Low-Low
550024,0.09371143,0.07065605,Low-Low
680522,0.5792596,0.35142934,High dropout / Low failure
521394,0.16927694,0.20301029,Low-Low
627968,0.7538323,0.11287682,High dropout / Low failure
330594,0.27106684,0.29265022,Low-Low
551906,0.17661414,0.22601865,Low-Low
481790,0.09612267,0.27929127,Low-Low
593139,0.15697628,0.14609241,Low-Low
55419,0.20817672,0.31833944,Low-Low
679332,0.15894853,0.32921484,Low-Low
2383983,0.1490817,0.14361344,Low-Low
2552412,0.15792374,0.13366333,Low-Low
685410,0.117488824,0.087785214,Low-Low
551480,0.2416282,0.3336054,Low-Low
523419,0.15570654,0.3317589,Low-Low
591619,0.34365678,0.4090236,Low-Low
557005,0.6615351,0.43450475,High dropout / Low failure
682482,0.8331438,0.15311384,High dropout / Low failure
598918,0.08567117,0.12758581,Low-Low
613203,0.15569577,0.22032009,Low-Low
657181,0.25634333,0.29860353,Low-Low
641028,0.6351965,0.28832746,High dropout / Low failure
602811,0.47044984,0.20525414,Low-Low
694457,0.15760803,0.36638817,Low-Low
1731564,0.1279953,0.1960593,Low-Low
51955,0.21699351,0.38533458,Low-Low
502709,0.06884353,0.16535531,Low-Low
568223,0.16698772,0.20640607,Low-Low
556052,0.74072176,0.21905221,High dropout / Low failure
694723,0.08078717,0.17760907,Low-Low
595386,0.09954599,0.088183865,Low-Low
688533,0.12555462,0.22030374,Low-Low
632485,0.22873831,0.30853444,Low-Low
544367,0.56986827,0.36739537,High dropout / Low failure
615241,0.17201962,0.19262011,Low-Low
295728,0.38624138,0.56359285,Low dropout / High failure
417663,0.076859735,0.065262035,Low-Low
631530,0.11814242,0.26961723,Low-Low
550708,0.09598834,0.12035982,Low-Low
603580,0.3138269,0.25037503,Low-Low
31849,0.20665608,0.20944911,Low-Low
572060,0.08879555,0.10262972,Low-Low
1887928,0.21484323,0.28603208,Low-Low
679921,0.07575168,0.14987706,Low-Low
625078,0.89007366,0.4728215,High dropout / Low failure
548844,0.22042666,0.39892578,Low-Low
645512,0.4460458,0.22153586,Low-Low
647762,0.105281845,0.109909326,Low-Low
599134,0.27073526,0.37502688,Low-Low
492286,0.15313856,0.30045,Low-Low
585153,0.09329523,0.07946173,Low-Low
354171,0.10384379,0.07829459,Low-Low
624358,0.085481964,0.070153184,Low-Low
530519,0.20255888,0.29867914,Low-Low
641766,0.20089753,0.31674564,Low-Low
613165,0.0986788,0.09470577,Low-Low
551311,0.077430256,0.0791726,Low-Low
675042,0.10669225,0.18657973,Low-Low
594431,0.09939957,0.11532726,Low-Low
601329,0.3297155,0.3670617,Low-Low
191590,0.16225722,0.25111637,Low-Low
2139353,0.8791683,0.49144712,High dropout / Low failure
685085,0.29751801,0.37734693,Low-Low
582958,0.108574755,0.09840178,Low-Low
585422,0.07707744,0.06688463,Low-Low
615356,0.2303491,0.2458378,Low-Low
1521687,0.19735757,0.32687035,Low-Low
648119,0.22839636,0.40147284,Low-Low
2364471,0.13251309,0.070815764,Low-Low
501550,0.17584886,0.19777247,Low-Low
2677541,0.5807098,0.58284837,High-High
190780,0.26792133,0.25747567,Low-Low
307291,0.28225508,0.31238592,Low-Low
691907,0.09647112,0.12654261,Low-Low
634569,0.08680133,0.23753846,Low-Low
681152,0.08470985,0.06756328,Low-Low
687146,0.6728037,0.26878932,High dropout / Low failure
679989,0.6655295,0.2671199,High dropout / Low failure
545164,0.1565206,0.19444633,Low-Low
958987,0.14336368,0.2384424,Low-Low
686953,0.21720913,0.31587937,Low-Low
69703,0.19873667,0.20934562,Low-Low
596439,0.29027858,0.34005332,Low-Low
441201,0.09811512,0.15928933,Low-Low
694456,0.078944504,0.062889725,Low-Low
637004,0.12145828,0.11354486,Low-Low
518223,0.11441079,0.32913128,Low-Low
512775,0.114974126,0.17817567,Low-Low
444718,0.17205924,0.2754862,Low-Low
527343,0.5899544,0.45073232,High dropout / Low failure
1906003,0.23378505,0.25458962,Low-Low
630891,0.54725134,0.52903634,High-High
383347,0.08986404,0.15290867,Low-Low
643659,0.17397042,0.3186977,Low-Low
506980,0.24682632,0.37584555,Low-Low
513499,0.15128413,0.30224425,Low-Low
2533297,0.123087265,0.3659213,Low-Low
418490,0.18273138,0.15473272,Low-Low
228633,0.08157435,0.060676362,Low-Low
596812,0.11488279,0.12874824,Low-Low
502548,0.09034579,0.06974844,Low-Low
632605,0.51055676,0.4267114,High dropout / Low failure
28046,0.12007617,0.2323321,Low-Low
685676,0.1628077,0.3291274,Low-Low
587911,0.11005306,0.19679311,Low-Low
651728,0.27794057,0.4088057,Low-Low
2178929,0.14958592,0.14468695,Low-Low
111548,0.578366,0.48233277,High dropout / Low failure
198339,0.103338785,0.2992245,Low-Low
175392,0.07890543,0.056880753,Low-Low
650850,0.6055559,0.5178106,High-High
2067555,0.16253093,0.3279846,Low-Low
598243,0.08708339,0.10023441,Low-Low
563108,0.13026556,0.24726065,Low-Low
246248,0.56638,0.3712778,High dropout / Low failure
585170,0.3863341,0.4492888,Low-Low
428641,0.10975292,0.17050059,Low-Low
164944,0.19792143,0.30114946,Low-Low
550814,0.18362951,0.2789266,Low-Low
626164,0.18883255,0.36871383,Low-Low
684744,0.14345407,0.19371848,Low-Low
359943,0.16653112,0.27067533,Low-Low
599056,0.07560475,0.09952544,Low-Low
598709,0.18974075,0.20294024,Low-Low
579221,0.07337216,0.06304539,Low-Low
530493,0.3987612,0.56225294,Low dropout / High failure
2153153,0.15205991,0.19992842,Low-Low
519589,0.61854345,0.4332488,High dropout / Low failure
677900,0.102983736,0.14400646,Low-Low
627840,0.1228165,0.18036991,Low-Low
699651,0.12428322,0.14049536,Low-Low
530148,0.27401927,0.40913194,Low-Low
596208,0.08309159,0.24783845,Low-Low
628119,0.13898683,0.17155325,Low-Low
505606,0.09561947,0.17915933,Low-Low
2345307,0.7554182,0.29945457,High dropout / Low failure
591743,0.14902778,0.33078527,Low-Low
617134,0.11092942,0.21441829,Low-Low
542356,0.10707363,0.114163876,Low-Low
32221,0.09013084,0.08805478,Low-Low
988019,0.89840215,0.49174672,High dropout / Low failure
697567,0.13522181,0.10996875,Low-Low
355510,0.15624516,0.13169047,Low-Low
509929,0.08618,0.09346673,Low-Low
511350,0.77744657,0.56598204,High-High
1486048,0.31491306,0.3215376,Low-Low
131152,0.24073134,0.3355572,Low-Low
143350,0.086523935,0.08475265,Low-Low
301298,0.11397892,0.13696755,Low-Low
440499,0.107861646,0.2625975,Low-Low
545115,0.65818065,0.47025225,High dropout / Low failure
575560,0.11072662,0.15866283,Low-Low
623917,0.8844278,0.38875642,High dropout / Low failure
598840,0.083491676,0.24321268,Low-Low
510471,0.10960636,0.16997838,Low-Low
634944,0.24962226,0.37144837,Low-Low
611493,0.6794388,0.2742035,High dropout / Low failure
690736,0.62725925,0.25232816,High dropout / Low failure
2681783,0.14872666,0.13340518,Low-Low
603651,0.07234807,0.05138202,Low-Low
650511,0.1443762,0.12735595,Low-Low
385405,0.103679255,0.32905123,Low-Low
622225,0.5181891,0.4734265,High dropout / Low failure
599168,0.10067365,0.10096453,Low-Low
2164251,0.073609725,0.07634305,Low-Low
301036,0.44577783,0.5102826,Low dropout / High failure
2694788,0.35994676,0.39312,Low-Low
624773,0.14346541,0.2468616,Low-Low
627821,0.09572732,0.2591341,Low-Low
2265419,0.18654661,0.2539776,Low-Low
633250,0.09507738,0.06832863,Low-Low
2643007,0.085512005,0.14315224,Low-Low
602528,0.17573689,0.35173813,Low-Low
169213,0.12582803,0.39589125,Low-Low
617249,0.26399955,0.32372105,Low-Low
566979,0.08597158,0.092343785,Low-Low
571672,0.5982923,0.33069295,High dropout / Low failure
647647,0.26104432,0.3507146,Low-Low
2317273,0.08248356,0.19632143,Low-Low
560065,0.20676814,0.24816328,Low-Low
2394352,0.21361008,0.31151482,Low-Low
549706,0.089309566,0.10379956,Low-Low
270468,0.60306877,0.38946903,High dropout / Low failure
632691,0.11156154,0.14933863,Low-Low
388697,0.20384909,0.34362137,Low-Low
360190,0.4327747,0.45506626,Low-Low
630935,0.077241555,0.07011248,Low-Low
632114,0.16916963,0.27270636,Low-Low
2318161,0.2292615,0.411463,Low-Low
1515509,0.08854911,0.048867196,Low-Low
572414,0.332017,0.5417118,Low dropout / High failure
532617,0.0937709,0.23279728,Low-Low
475901,0.6510002,0.3144419,High dropout / Low failure
550358,0.34316617,0.41862136,Low-Low
2104426,0.14604652,0.2432238,Low-Low
395758,0.88267577,0.530448,High-High
585445,0.07662001,0.17439248,Low-Low
63371,0.11581825,0.09475028,Low-Low
2075945,0.09544563,0.10324141,Low-Low
602288,0.8409242,0.5476602,High-High
544989,0.2667125,0.3345429,Low-Low
147793,0.655327,0.29878795,High dropout / Low failure
617331,0.47867385,0.4676361,Low-Low
627021,0.08959905,0.14676753,Low-Low
589048,0.07732534,0.13090469,Low-Low
352771,0.12608641,0.22559841,Low-Low
586516,0.684484,0.49034458,High dropout / Low failure
1559428,0.12765484,0.35215718,Low-Low
346853,0.071662314,0.054801002,Low-Low
588883,0.10447001,0.10419068,Low-Low
290658,0.64167106,0.32350475,High dropout / Low failure
470119,0.64801276,0.30047107,High dropout / Low failure
629523,0.06720856,0.0478396,Low-Low
696364,0.10314402,0.09854097,Low-Low
508759,0.08623269,0.06718366,Low-Low
698065,0.5880555,0.33958983,High dropout / Low failure
412263,0.19595931,0.35439458,Low-Low
511657,0.20834717,0.42833576,Low-Low
588182,0.17305249,0.30088973,Low-Low
426838,0.1582047,0.31960475,Low-Low
1537673,0.16375332,0.32877705,Low-Low
425910,0.1829629,0.33665252,Low-Low
529190,0.086897776,0.102186985,Low-Low
606914,0.72263324,0.41229028,High dropout / Low failure
548445,0.14775139,0.31427214,Low-Low
595927,0.0987819,0.14590406,Low-Low
645160,0.7436274,0.40599883,High dropout / Low failure
643406,0.16504018,0.3270921,Low-Low
599804,0.29883933,0.47222465,Low-Low
644791,0.06723087,0.045093946,Low-Low
410874,0.42286688,0.4891248,Low-Low
236512,0.7348744,0.2122783,High dropout / Low failure
568042,0.3565974,0.44195256,Low-Low
656111,0.17376135,0.32557282,Low-Low
2337441,0.1312674,0.24921657,Low-Low
550610,0.59396374,0.3424238,High dropout / Low failure
232347,0.21203156,0.17471422,Low-Low
682758,0.1456362,0.2068751,Low-Low
547252,0.8786733,0.12921387,High dropout / Low failure
647784,0.25167638,0.32224938,Low-Low
296138,0.10816984,0.19281763,Low-Low
550880,0.09752655,0.26063803,Low-Low
138710,0.18339142,0.3169664,Low-Low
360492,0.21162722,0.37885806,Low-Low
557850,0.40149283,0.45745048,Low-Low
413580,0.28461504,0.46526155,Low-Low
600142,0.48750937,0.53894913,Low dropout / High failure
421754,0.682152,0.26819578,High dropout / Low failure
688404,0.18062387,0.28109214,Low-Low
679174,0.10938922,0.18329796,Low-Low
591765,0.13767292,0.118032776,Low-Low
581810,0.11526058,0.12502286,Low-Low
521590,0.089577526,0.084511,Low-Low
572870,0.08868547,0.07777781,Low-Low
596016,0.43199852,0.5363967,Low dropout / High failure
648279,0.13735908,0.38617787,Low-Low
553325,0.088954926,0.07948856,Low-Low
553878,0.122861505,0.21567206,Low-Low
1392016,0.36229742,0.50696075,Low dropout / High failure
618670,0.2720896,0.44888544,Low-Low
610453,0.0674573,0.049307387,Low-Low
427704,0.15257303,0.24313848,Low-Low
2559144,0.10156408,0.1292441,Low-Low
577980,0.34030965,0.32217613,Low-Low
