student_course_id,dropout_true,failure_true,dropout_risk,failure_risk,risk_segment,any_risk_true
568601_AAA_2013J,1,0,0.07987446164653376,0.18709020836953855,Low dropout / Low failure,1
588775_AAA_2013J,0,0,0.04816476921390762,0.021382261494074368,Low dropout / Low failure,0
591774_AAA_2013J,0,0,0.17726726745924729,0.10186450497967332,Low dropout / Low failure,0
603861_AAA_2013J,1,0,0.11961366857752154,0.17514476692674769,Low dropout / Low failure,1
606143_AAA_2013J,0,1,0.08202810444820655,0.1608403785381635,Low dropout / Low failure,1
704156_AAA_2013J,0,0,0.07893970894330408,0.05525560207586469,Low dropout / Low failure,0
721259_AAA_2013J,1,0,0.9268307796827293,0.15975600196101078,High dropout / Low failure,1
969076_AAA_2013J,1,0,0.06506058376095028,0.030982673898246098,Low dropout / Low failure,1
1352868_AAA_2013J,1,0,0.08523107046397554,0.13825442795404078,Low dropout / Low failure,1
1414443_AAA_2013J,0,1,0.3651824922229251,0.21722791191649493,Low dropout / Low failure,1
1729319_AAA_2013J,0,0,0.05354502539219954,0.09656792887501335,Low dropout / Low failure,0
1889511_AAA_2013J,0,0,0.17395757410109783,0.09698235053446576,Low dropout / Low failure,0
1889577_AAA_2013J,0,0,0.08821681065656015,0.06341862057527406,Low dropout / Low failure,0
1942396_AAA_2013J,0,0,0.29835225573206875,0.2726569120969653,Low dropout / Low failure,0
1970390_AAA_2013J,1,0,0.11940118861859442,0.03552342471163032,Low dropout / Low failure,1
2051699_AAA_2013J,0,0,0.07386710430523649,0.08547827194339852,Low dropout / Low failure,0
2139353_AAA_2013J,1,0,0.1036243083480564,0.1326230746206085,Low dropout / Low failure,1
2143752_AAA_2013J,0,0,0.15253384145903182,0.2223510534666992,Low dropout / Low failure,0
2149225_AAA_2013J,1,0,0.7398147460958151,0.4384137328199115,High dropout / Low failure,1
2153153_AAA_2013J,0,0,0.09642500227318834,0.13610596213420645,Low dropout / Low failure,0
2171627_AAA_2013J,0,0,0.0699878181370214,0.0721684210861906,Low dropout / Low failure,0
2182846_AAA_2013J,0,0,0.10900249840006036,0.07531712633187787,Low dropout / Low failure,0
2278464_AAA_2013J,0,0,0.13151914846612392,0.342383447800947,Low dropout / Low failure,0
2324976_AAA_2013J,1,0,0.7390607253934314,0.18068625784133388,High dropout / Low failure,1
2391984_AAA_2013J,1,0,0.06873178383467707,0.09972410204463647,Low dropout / Low failure,1
2449878_AAA_2013J,0,0,0.07913863026699995,0.272632411756907,Low dropout / Low failure,0
2456480_AAA_2013J,0,1,0.40646348988642367,0.3909341883560705,Low dropout / Low failure,1
2457256_AAA_2013J,0,0,0.1529265132047556,0.11651124460892158,Low dropout / Low failure,0
2458355_AAA_2013J,0,0,0.07937207952301965,0.033836267851615844,Low dropout / Low failure,0
2470694_AAA_2013J,1,0,0.25982923956114357,0.07878389118722842,Low dropout / Low failure,1
2498700_AAA_2013J,0,0,0.15795833648472343,0.09742836738228168,Low dropout / Low failure,0
2521459_AAA_2013J,0,0,0.13488961176877098,0.28906063712247726,Low dropout / Low failure,0
2523736_AAA_2013J,0,0,0.12137078843856265,0.16259286006283258,Low dropout / Low failure,0
2542724_AAA_2013J,1,0,0.7386769186914643,0.26673586977936137,High dropout / Low failure,1
2574583_AAA_2013J,0,0,0.06024731499897445,0.08031894799114435,Low dropout / Low failure,0
2600688_AAA_2013J,0,0,0.07787233330559537,0.185250339421172,Low dropout / Low failure,0
2617002_AAA_2013J,0,0,0.2037386128923522,0.18153760269913735,Low dropout / Low failure,0
2639540_AAA_2013J,0,0,0.05590609509449407,0.03789193263191027,Low dropout / Low failure,0
2641155_AAA_2013J,0,0,0.04466991865314988,0.02860235427039593,Low dropout / Low failure,0
2645733_AAA_2013J,0,0,0.050306875457037596,0.037767760005816345,Low dropout / Low failure,0
2671132_AAA_2013J,0,0,0.06815134039722139,0.06824557629868372,Low dropout / Low failure,0
2685865_AAA_2013J,0,0,0.04803517811770568,0.10620518499773357,Low dropout / Low failure,0
2698257_AAA_2013J,0,0,0.13442904136027017,0.22393059397711534,Low dropout / Low failure,0
28061_AAA_2014J,0,0,0.049933098605635905,0.05515275200105471,Low dropout / Low failure,0
31600_AAA_2014J,0,0,0.206279600676182,0.23883932215512396,Low dropout / Low failure,0
55104_AAA_2014J,0,0,0.08805949873981113,0.08394775508661945,Low dropout / Low failure,0
65002_AAA_2014J,0,1,0.20408171259792296,0.3862121695662454,Low dropout / Low failure,1
79403_AAA_2014J,1,0,0.08964592589560949,0.11388230336791597,Low dropout / Low failure,1
85302_AAA_2014J,0,0,0.07909496254790858,0.05962168748826807,Low dropout / Low failure,0
111512_AAA_2014J,0,1,0.6253966911103173,0.22738331234976486,High dropout / Low failure,1
121349_AAA_2014J,0,0,0.08134798592525384,0.12721900385682122,Low dropout / Low failure,0
124064_AAA_2014J,0,0,0.060314450471247734,0.028384924424827502,Low dropout / Low failure,0
129955_AAA_2014J,1,0,0.032109530128344346,0.07597155563584573,Low dropout / Low failure,1
130636_AAA_2014J,0,0,0.12343107771321189,0.2701607571877451,Low dropout / Low failure,0
135335_AAA_2014J,1,0,0.7351156999473059,0.18333626817059148,High dropout / Low failure,1
139033_AAA_2014J,0,1,0.10539086190387148,0.2096451485006715,Low dropout / Low failure,1
149962_AAA_2014J,0,0,0.10334171078797469,0.18328462050912198,Low dropout / Low failure,0
200804_AAA_2014J,0,0,0.09641719485269236,0.09330834346749503,Low dropout / Low failure,0
244246_AAA_2014J,0,0,0.11590251601951922,0.17960003248951215,Low dropout / Low failure,0
252073_AAA_2014J,0,0,0.15625494256862557,0.18746201705363988,Low dropout / Low failure,0
254625_AAA_2014J,0,0,0.07131095287589788,0.06343914395880751,Low dropout / Low failure,0
258587_AAA_2014J,0,0,0.0702013606146074,0.0361033491061779,Low dropout / Low failure,0
263543_AAA_2014J,0,0,0.060940831601395594,0.04160814653214418,Low dropout / Low failure,0
277880_AAA_2014J,1,0,0.11581385898739895,0.37127321165326566,Low dropout / Low failure,1
285315_AAA_2014J,0,0,0.05949249445144499,0.06159568247770582,Low dropout / Low failure,0
288994_AAA_2014J,0,1,0.7709568545149976,0.19229463056406404,High dropout / Low failure,1
294655_AAA_2014J,0,1,0.05629834022570121,0.05150471437193118,Low dropout / Low failure,1
295075_AAA_2014J,0,0,0.08966686057092761,0.23279518408486685,Low dropout / Low failure,0
298838_AAA_2014J,0,0,0.06247388293673761,0.04065950514194941,Low dropout / Low failure,0
301967_AAA_2014J,0,0,0.11283146447222213,0.24032515136284377,Low dropout / Low failure,0
313937_AAA_2014J,0,0,0.04157286741796259,0.019876735167389872,Low dropout / Low failure,0
328734_AAA_2014J,1,0,0.9677980564512966,0.02556948099687694,High dropout / Low failure,1
334441_AAA_2014J,0,1,0.3432928224357942,0.3563009864352186,Low dropout / Low failure,1
338407_AAA_2014J,0,0,0.08338729150546192,0.14796995021486445,Low dropout / Low failure,0
348275_AAA_2014J,1,0,0.16574112707605024,0.1774256779512165,Low dropout / Low failure,1
350156_AAA_2014J,0,0,0.20462391790509918,0.23662758215368218,Low dropout / Low failure,0
350939_AAA_2014J,0,0,0.08645865944380188,0.08869705656439814,Low dropout / Low failure,0
351336_AAA_2014J,0,0,0.07890196466169098,0.10238657290400428,Low dropout / Low failure,0
358182_AAA_2014J,0,0,0.07865224203971699,0.07630766286192024,Low dropout / Low failure,0
383723_AAA_2014J,0,0,0.038382439633069636,0.021284870179807232,Low dropout / Low failure,0
384203_AAA_2014J,0,0,0.09000873133265563,0.04221793426672006,Low dropout / Low failure,0
384725_AAA_2014J,0,0,0.07068805639842247,0.04168309524893824,Low dropout / Low failure,0
396655_AAA_2014J,0,1,0.4118279311750734,0.2911666647952853,Low dropout / Low failure,1
400682_AAA_2014J,0,0,0.21292335292894177,0.18633301879010644,Low dropout / Low failure,0
404356_AAA_2014J,0,0,0.07658141464458386,0.060168982302718374,Low dropout / Low failure,0
406682_AAA_2014J,0,0,0.06066492444528254,0.03394683534597137,Low dropout / Low failure,0
411971_AAA_2014J,0,0,0.11247646835217696,0.07024254923923025,Low dropout / Low failure,0
431025_AAA_2014J,0,1,0.17663445105366457,0.18580664227809077,Low dropout / Low failure,1
481022_AAA_2014J,0,1,0.22234900522809062,0.25915673736029904,Low dropout / Low failure,1
514526_AAA_2014J,1,0,0.9582262589647762,0.043927897099297404,High dropout / Low failure,1
522482_AAA_2014J,1,0,0.37069122047442465,0.392324183318456,Low dropout / Low failure,1
527100_AAA_2014J,0,0,0.061676777393024504,0.056795177005192606,Low dropout / Low failure,0
567922_AAA_2014J,1,0,0.9621293484760697,0.02676336296006136,High dropout / Low failure,1
588477_AAA_2014J,0,0,0.05854685272858244,0.03357470432039688,Low dropout / Low failure,0
608440_AAA_2014J,1,0,0.9646813401093676,0.01865060386012409,High dropout / Low failure,1
628088_AAA_2014J,1,0,0.5929174010224093,0.17171996789862465,High dropout / Low failure,1
639053_AAA_2014J,0,0,0.08467408754863964,0.1695749350488272,Low dropout / Low failure,0
676546_AAA_2014J,1,0,0.08672501160687882,0.16091486907307534,Low dropout / Low failure,1
696073_AAA_2014J,0,0,0.07230581874664739,0.10337507737221437,Low dropout / Low failure,0
696578_AAA_2014J,1,0,0.29556971315148695,0.11686699511462624,Low dropout / Low failure,1
998493_AAA_2014J,0,0,0.06535841701281545,0.033688100385934644,Low dropout / Low failure,0
1183831_AAA_2014J,1,0,0.0686848214920239,0.043078224464543964,Low dropout / Low failure,1
1398979_AAA_2014J,1,0,0.08556256450300952,0.048249846210588816,Low dropout / Low failure,1
1456619_AAA_2014J,1,0,0.46081281172001826,0.23241920172132474,Low dropout / Low failure,1
1469279_AAA_2014J,1,0,0.9611956864321614,0.0257749100991414,High dropout / Low failure,1
1472925_AAA_2014J,0,0,0.14432539790796567,0.38352502842799385,Low dropout / Low failure,0
1773377_AAA_2014J,0,0,0.06523187061975,0.086432188652026,Low dropout / Low failure,0
1975209_AAA_2014J,0,0,0.07598053980767981,0.11694192645165621,Low dropout / Low failure,0
2010232_AAA_2014J,0,0,0.05521503571103277,0.026146078207819317,Low dropout / Low failure,0
2073016_AAA_2014J,0,1,0.12429804121374209,0.6157896028522778,Low dropout / High failure,1
2165164_AAA_2014J,0,0,0.07507451882592248,0.12116515030140387,Low dropout / Low failure,0
2425993_AAA_2014J,0,0,0.11571936969464232,0.23078629948980167,Low dropout / Low failure,0
2434159_AAA_2014J,0,0,0.12558734607952945,0.24762881082540264,Low dropout / Low failure,0
2521865_AAA_2014J,0,0,0.14179197674691044,0.06423474894365146,Low dropout / Low failure,0
2540168_AAA_2014J,1,0,0.5451624655534121,0.24875589132355402,High dropout / Low failure,1
2546445_AAA_2014J,1,0,0.46235743307402194,0.09027734688027259,Low dropout / Low failure,1
2551797_AAA_2014J,0,0,0.12332007561300784,0.18507296935203002,Low dropout / Low failure,0
2576122_AAA_2014J,0,1,0.33738778200915615,0.5056303298824212,Low dropout / High failure,1
2602338_AAA_2014J,0,1,0.10614650351792353,0.12710361353784325,Low dropout / Low failure,1
2633226_AAA_2014J,0,0,0.13232081001696022,0.18032090526880584,Low dropout / Low failure,0
2642935_AAA_2014J,0,0,0.07271065651327431,0.034222809662164635,Low dropout / Low failure,0
2649800_AAA_2014J,0,0,0.17720044741444155,0.25903118775167316,Low dropout / Low failure,0
2654628_AAA_2014J,0,0,0.06538583809753308,0.1469929909388299,Low dropout / Low failure,0
2688166_AAA_2014J,0,0,0.09792956644713714,0.14868211418248592,Low dropout / Low failure,0
35812_BBB_2013B,0,1,0.437703057415139,0.6119544221864158,Low dropout / High failure,1
70608_BBB_2013B,0,0,0.19831813637943,0.15179328721041904,Low dropout / Low failure,0
74695_BBB_2013B,0,0,0.03920847889250317,0.06927496094649223,Low dropout / Low failure,0
75399_BBB_2013B,0,0,0.13184536781270992,0.27996969029440566,Low dropout / Low failure,0
82741_BBB_2013B,0,0,0.10258039591424775,0.13305839396700903,Low dropout / Low failure,0
87732_BBB_2013B,0,0,0.06655667689150656,0.08171138004447709,Low dropout / Low failure,0
94616_BBB_2013B,0,1,0.15581866217137674,0.45728765398861787,Low dropout / Low failure,1
104054_BBB_2013B,0,0,0.03436715832480435,0.05796316486916183,Low dropout / Low failure,0
110881_BBB_2013B,0,0,0.08280552595991474,0.12834445334171615,Low dropout / Low failure,0
117071_BBB_2013B,0,1,0.19175662664661158,0.5145944540049437,Low dropout / High failure,1
126322_BBB_2013B,0,0,0.11059715526108095,0.1831815252103695,Low dropout / Low failure,0
133155_BBB_2013B,0,0,0.03637120351512552,0.03992166574321738,Low dropout / Low failure,0
133531_BBB_2013B,0,1,0.5878264493941731,0.4086400863994337,High dropout / Low failure,1
143854_BBB_2013B,1,0,0.8430780229592683,0.1646164855612485,High dropout / Low failure,1
152153_BBB_2013B,1,0,0.25771806970674915,0.5200057672152334,Low dropout / High failure,1
154125_BBB_2013B,0,1,0.09109972928187539,0.1966653005837109,Low dropout / Low failure,1
156835_BBB_2013B,0,0,0.0750316804372895,0.07493489057933073,Low dropout / Low failure,0
182824_BBB_2013B,0,0,0.11945335630041456,0.3326937981485161,Low dropout / Low failure,0
183806_BBB_2013B,0,1,0.40604043623102853,0.16024561901606316,Low dropout / Low failure,1
185240_BBB_2013B,1,0,0.8307488247192454,0.17834717559643448,High dropout / Low failure,1
185349_BBB_2013B,0,0,0.05041010829496475,0.13390456912056042,Low dropout / Low failure,0
192424_BBB_2013B,0,0,0.045716573465150456,0.10038026493041052,Low dropout / Low failure,0
193822_BBB_2013B,0,0,0.09444344574574423,0.10049778279008546,Low dropout / Low failure,0
203108_BBB_2013B,0,1,0.1344912779089729,0.3417306374215818,Low dropout / Low failure,1
204746_BBB_2013B,0,0,0.11967623333296268,0.12835012393094092,Low dropout / Low failure,0
226827_BBB_2013B,0,0,0.04444203614034056,0.043414296153765936,Low dropout / Low failure,0
229426_BBB_2013B,0,0,0.14355674113343894,0.2216493457241503,Low dropout / Low failure,0
230348_BBB_2013B,1,0,0.9184118661887986,0.14938717968830748,High dropout / Low failure,1
232600_BBB_2013B,1,0,0.8335375309734735,0.21968183426234647,High dropout / Low failure,1
237304_BBB_2013B,0,1,0.2698877349381993,0.48673107383195924,Low dropout / Low failure,1
247267_BBB_2013B,0,1,0.08393137132862334,0.1860620060618626,Low dropout / Low failure,1
251351_BBB_2013B,0,0,0.10029397377942738,0.17920145809609309,Low dropout / Low failure,0
253250_BBB_2013B,1,0,0.8372461490186729,0.2501200615772405,High dropout / Low failure,1
270399_BBB_2013B,0,1,0.5631936172539963,0.4286586953824022,High dropout / Low failure,1
270567_BBB_2013B,0,0,0.1309094892177165,0.17995035717304825,Low dropout / Low failure,0
273877_BBB_2013B,0,1,0.25380347854605034,0.4515730650272838,Low dropout / Low failure,1
276717_BBB_2013B,0,0,0.06268278746275355,0.033480092437795414,Low dropout / Low failure,0
281564_BBB_2013B,0,0,0.048325010750791215,0.20706721559154478,Low dropout / Low failure,0
285633_BBB_2013B,0,1,0.2257679545113519,0.41158842175949467,Low dropout / Low failure,1
294961_BBB_2013B,0,0,0.2027226579388898,0.3355192409779379,Low dropout / Low failure,0
298476_BBB_2013B,0,0,0.10603842894279827,0.14575190050524822,Low dropout / Low failure,0
306984_BBB_2013B,1,0,0.6323151130006549,0.43519771796482754,High dropout / Low failure,1
309175_BBB_2013B,0,0,0.15097236752507534,0.4850226690336833,Low dropout / Low failure,0
309734_BBB_2013B,0,0,0.17427493940442002,0.27301802524504193,Low dropout / Low failure,0
311042_BBB_2013B,1,0,0.4179871044984247,0.49279182976003444,Low dropout / Low failure,1
319209_BBB_2013B,0,0,0.0561065751376135,0.03617534928055619,Low dropout / Low failure,0
323914_BBB_2013B,0,1,0.8946714585485808,0.10770023889227295,High dropout / Low failure,1
324236_BBB_2013B,1,0,0.06960096281906517,0.09424047567331113,Low dropout / Low failure,1
333129_BBB_2013B,0,1,0.7026995634337542,0.41315180213662783,High dropout / Low failure,1
334291_BBB_2013B,0,1,0.16878055461436978,0.2892581673136958,Low dropout / Low failure,1
334794_BBB_2013B,1,0,0.5014646014596527,0.4330730487773974,High dropout / Low failure,1
339526_BBB_2013B,1,0,0.5509485248673925,0.49647517946921016,High dropout / Low failure,1
349424_BBB_2013B,0,1,0.760339086404998,0.1807879134275409,High dropout / Low failure,1
350622_BBB_2013B,0,1,0.10056791480132689,0.17006817900360893,Low dropout / Low failure,1
351271_BBB_2013B,0,0,0.06141113944869687,0.08416251104247924,Low dropout / Low failure,0
351290_BBB_2013B,0,0,0.15673486268363626,0.2245899269828892,Low dropout / Low failure,0
352364_BBB_2013B,0,0,0.030669765114219906,0.021865606949765002,Low dropout / Low failure,0
353093_BBB_2013B,0,0,0.05763471280599,0.08903725074935055,Low dropout / Low failure,0
355369_BBB_2013B,1,0,0.630857176952383,0.2676525548908381,High dropout / Low failure,1
357928_BBB_2013B,0,1,0.18363914648195112,0.44242769525200737,Low dropout / Low failure,1
360877_BBB_2013B,0,0,0.04495921952037001,0.06003792054298297,Low dropout / Low failure,0
361603_BBB_2013B,0,0,0.05067763635414246,0.1350042760601333,Low dropout / Low failure,0
363401_BBB_2013B,0,1,0.19140450279493984,0.5599919385398897,Low dropout / High failure,1
365452_BBB_2013B,0,0,0.15897932092565645,0.1198825978446004,Low dropout / Low failure,0
366821_BBB_2013B,0,1,0.8508753164337224,0.14854907359948882,High dropout / Low failure,1
367304_BBB_2013B,0,1,0.2189437883232532,0.5541171919958459,Low dropout / High failure,1
370302_BBB_2013B,0,1,0.17781367567063638,0.47354785277026357,Low dropout / Low failure,1
372624_BBB_2013B,1,0,0.9165972820264439,0.16590037184790776,High dropout / Low failure,1
374102_BBB_2013B,0,1,0.2173507673497942,0.29126606022907486,Low dropout / Low failure,1
377846_BBB_2013B,0,0,0.13854561315194225,0.26581294003133027,Low dropout / Low failure,0
377905_BBB_2013B,0,1,0.13894336296971005,0.25040033753374713,Low dropout / Low failure,1
378462_BBB_2013B,0,0,0.0467483878450943,0.0866306733411991,Low dropout / Low failure,0
381640_BBB_2013B,0,1,0.9164357639258978,0.06775651612438793,High dropout / Low failure,1
381722_BBB_2013B,1,0,0.6103291098470746,0.2879297497941021,High dropout / Low failure,1
385034_BBB_2013B,1,0,0.29888570002942655,0.3038195141884971,Low dropout / Low failure,1
387702_BBB_2013B,0,1,0.19061977728617222,0.4606490983905129,Low dropout / Low failure,1
388410_BBB_2013B,0,1,0.16035491730938967,0.32674828620995666,Low dropout / Low failure,1
390461_BBB_2013B,0,1,0.23821869846757854,0.30945835860862925,Low dropout / Low failure,1
392614_BBB_2013B,0,1,0.21819309117139482,0.2723488455678429,Low dropout / Low failure,1
400718_BBB_2013B,1,0,0.8569996258862171,0.129829988108482,High dropout / Low failure,1
401339_BBB_2013B,0,0,0.023262136771937895,0.038372270453982844,Low dropout / Low failure,0
401349_BBB_2013B,0,0,0.0393568903274393,0.03457018436960742,Low dropout / Low failure,0
402660_BBB_2013B,1,0,0.8420693838953398,0.14854907359948882,High dropout / Low failure,1
403093_BBB_2013B,0,0,0.21676745711893303,0.4671375643956925,Low dropout / Low failure,0
405471_BBB_2013B,0,0,0.06123760869103087,0.09582700152034894,Low dropout / Low failure,0
406311_BBB_2013B,0,1,0.13718152066666853,0.4437791811028834,Low dropout / Low failure,1
409662_BBB_2013B,0,0,0.12281425209907741,0.09235095813047019,Low dropout / Low failure,0
410739_BBB_2013B,0,0,0.08697060471947986,0.09908211734132004,Low dropout / Low failure,0
412654_BBB_2013B,0,0,0.08970282944948557,0.23675255685584895,Low dropout / Low failure,0
414958_BBB_2013B,0,0,0.048989443830408305,0.07639015829409905,Low dropout / Low failure,0
415548_BBB_2013B,1,0,0.8218230653255602,0.19429657504673617,High dropout / Low failure,1
418065_BBB_2013B,1,0,0.37188847150664833,0.508115911302822,Low dropout / High failure,1
420604_BBB_2013B,0,1,0.15033577533744838,0.307419528715071,Low dropout / Low failure,1
429038_BBB_2013B,0,0,0.12011817202939228,0.22429241349161158,Low dropout / Low failure,0
432232_BBB_2013B,0,0,0.22647772495012333,0.46752568123105026,Low dropout / Low failure,0
432319_BBB_2013B,1,0,0.12279742344230274,0.421321916958521,Low dropout / Low failure,1
432870_BBB_2013B,0,0,0.31180334315902714,0.386893055663799,Low dropout / Low failure,0
433531_BBB_2013B,0,0,0.10611589974074773,0.0765278208668275,Low dropout / Low failure,0
433755_BBB_2013B,0,0,0.09781292644630814,0.12179505687136649,Low dropout / Low failure,0
434094_BBB_2013B,0,1,0.7062331393328559,0.34569612823942303,High dropout / Low failure,1
435803_BBB_2013B,0,1,0.6609927812921824,0.3828855965397642,High dropout / Low failure,1
439857_BBB_2013B,0,0,0.10481083006614966,0.08818861444493074,Low dropout / Low failure,0
440057_BBB_2013B,0,0,0.1584430509969392,0.47929676554664646,Low dropout / Low failure,0
440509_BBB_2013B,0,0,0.07990539330177857,0.13167988461713034,Low dropout / Low failure,0
442183_BBB_2013B,0,0,0.09463467902633611,0.19882453613010542,Low dropout / Low failure,0
442456_BBB_2013B,0,1,0.3695219806627354,0.5521688142104598,Low dropout / High failure,1
444926_BBB_2013B,0,0,0.3192977188782321,0.3598663377097807,Low dropout / Low failure,0
445125_BBB_2013B,0,1,0.20315155445929653,0.3827858562260608,Low dropout / Low failure,1
446856_BBB_2013B,0,1,0.08162102324604018,0.2194084241252028,Low dropout / Low failure,1
447790_BBB_2013B,1,0,0.32096125458167896,0.4298918021104481,Low dropout / Low failure,1
467292_BBB_2013B,0,0,0.10981989942031094,0.17825465886276182,Low dropout / Low failure,0
468021_BBB_2013B,0,1,0.22849525598903772,0.48987828175483417,Low dropout / Low failure,1
468949_BBB_2013B,0,0,0.12978602250172608,0.10634901662618794,Low dropout / Low failure,0
470653_BBB_2013B,0,1,0.15142043604337183,0.20468051282158847,Low dropout / Low failure,1
472182_BBB_2013B,1,0,0.19623048545838898,0.28157904490092933,Low dropout / Low failure,1
472348_BBB_2013B,1,0,0.497904860386488,0.5429387829542778,Low dropout / High failure,1
475901_BBB_2013B,0,1,0.6883655532093348,0.30164463281838233,High dropout / Low failure,1
476369_BBB_2013B,0,0,0.03515508718269301,0.06844160998598058,Low dropout / Low failure,0
476596_BBB_2013B,0,0,0.07820201996073596,0.10134033384592546,Low dropout / Low failure,0
476709_BBB_2013B,0,0,0.10445874291630769,0.15423299433613727,Low dropout / Low failure,0
483371_BBB_2013B,1,0,0.04604838627192254,0.04136263559597167,Low dropout / Low failure,1
483952_BBB_2013B,0,1,0.1485462221385701,0.4241251974310045,Low dropout / Low failure,1
486214_BBB_2013B,1,0,0.8150206543774347,0.17834717559643448,High dropout / Low failure,1
486391_BBB_2013B,0,0,0.030234450310977018,0.1158973241588372,Low dropout / Low failure,0
